DeviceId,PublisherId,DeviceType,UserAgent,IpAaddress,Ttimestamp,Latitude,Longitude,Accuracy
F8F8857F-0A29-4925-BA6D-398CBA8106E5,2076,IDFA,iPad24,98.208.197.224,1480891687,26.56113,-81.89796,0
C1959944-8519-4881-9489-61F64C9CC60C,2076,IDFA,iPad25,76.185.169.31,1482125218,29.45168,-98.42192,0
ABEC44CC-72E1-426E-A21A-E3376B2B4854,2076,IDFA,iPad25,68.98.87.75,1483119881,33.51856,-112.15033,0
7E3E402B-C293-4418-9B46-0052EA5F7A85,2076,IDFA,iPad25,72.213.32.200,1482514659,41.31988,-95.95362,0
7E2B7FBA-04F3-414D-AF9E-96EFBC1C924B,2076,IDFA,iPad25,173.16.50.63,1480966499,30.85474,-89.12641,0
F608918A-E593-4D96-A5E7-E141CDC268E9,2076,IDFA,iPad25,184.13.49.111,1482833512,38.36029,-81.65439,0
0507D19C-FDEE-48D4-AEB5-21CD94AE7E83,2076,IDFA,iPad25,74.197.75.206,1482709009,31.44153,-100.47663,0
EEDBABA4-C051-406E-AFAA-48CED9B224AF,2076,IDFA,iPad25,71.95.50.168,1482339350,33.97461,-117.43784,0
22CEC247-6421-4956-9D32-9556A89AF106,2076,IDFA,iPad25,70.195.193.57,1481222787,31.07315,-97.37101,0
C95F548A-AB06-455A-9C3F-A79EA8D7B00A,2076,IDFA,iPad25,216.106.69.187,1480779225,38.97497,-92.30531,0
E2686379-A6CE-4944-8462-119F94B06350,2076,IDFA,iPad26,74.4.92.109,1482497172,26.8839,-82.30026,0
8A219154-84E4-4C14-B93C-DB86735C7A7C,2076,IDFA,iPad26,73.106.76.137,1483147764,34.25166,-84.48657,0
DCCCC690-B93C-4442-B6BF-DDE7721794DF,2076,IDFA,iPad31,47.149.83.234,1480763600,33.52495,-117.04141,0
79CF1DB0-0A8E-411A-8A13-81E475ECC6BD,2076,IDFA,iPad33,67.170.168.49,1481317341,45.50884,-122.97325,0
95C5AA9C-E0EB-41CA-A046-F288FE9AAE6E,2076,IDFA,iPad34,216.109.57.198,1480963745,34.31263,-86.51023,0
EA4E3021-B4B0-4DAA-AD67-8BF1259E0BE2,2076,IDFA,iPad34,172.112.115.58,1481829267,34.0158,-118.30702,0
5E108009-CF3B-427B-BD5E-BA5393C71DD8,2076,IDFA,iPad41,47.216.52.239,1481072652,34.50001,-114.33867,0
943865D4-B6ED-46EC-8D17-C986C476AB66,2076,IDFA,iPad41,24.90.249.25,1482558815,40.67594,-73.84559,0
D1F4ACFE-2D04-4373-AD2B-4245CED7D5E4,2076,IDFA,iPad41,66.37.94.16,1482817293,36.91567,-80.50861,0
6F90A642-D2BF-45D0-A8E3-50F0F1DF75C9,2076,IDFA,iPad41,98.249.228.223,1482987739,26.04003,-80.28842,0
285B6362-9981-4D92-A1AA-FF544D4998FB,2076,IDFA,iPad41,66.191.160.200,1481459350,36.34984,-78.98367,0
90A37288-9FA3-442C-9D2E-5B2AADFE7DE0,2076,IDFA,iPad41,24.9.239.171,1483151020,39.63841,-104.89954,0
6A22AAA9-B270-4378-94CB-B6553A67A394,2076,IDFA,iPad42,68.45.186.214,1483064373,41.0564,-85.11294,0
7AEF5BB5-4017-446E-AB91-462B2CEBD5F8,2076,IDFA,iPad42,74.131.84.1,1480783059,38.32471,-85.72421,0
2B13AE98-D363-4E13-9A0D-A2AE526FB108,2076,IDFA,iPad44,24.189.131.135,1482410284,41.06801,-72.42504,0
A9737352-A4DE-42F4-A78E-5E96A25D6BDD,2076,IDFA,iPad44,73.114.26.175,1483158384,41.70095,-70.94403,0
F6F2AEDA-E877-47EE-A0C2-FA766C547FBC,2076,IDFA,iPad44,68.7.149.181,1482990498,32.6221,-116.99772,0
0E0BF085-CE6A-4432-8C89-01C93D5C5A55,2076,IDFA,iPad44,172.56.2.152,1480634663,40.63136,-74.0219,0
1ACC30C4-4311-4E70-A754-9E8A90901C12,2076,IDFA,iPad44,66.218.230.146,1482025094,37.81738,-92.16474,0
2781AB50-3030-4451-ABA0-43F0CF148190,2076,IDFA,iPad44,71.76.159.67,1482802705,36.07566,-79.60009,0
D9BE69E1-EC6B-4DF3-8F60-7614C233654A,2076,IDFA,iPad44,207.173.29.197,1482083021,39.77275,-104.84729,0
1FBFC9AC-198A-4194-B3DA-A68F7180E408,2076,IDFA,iPad45,99.51.171.127,1483148766,30.48509,-90.91686,0
9D3EC96A-10A4-424D-A67B-2367B9E98753,2076,IDFA,iPad45,74.72.231.145,1482284401,40.77413,-73.93361,0
9BE2CE23-273F-4C63-9B48-C2BD847392C0,2076,IDFA,iPad45,107.219.33.148,1482689769,34.22336,-92.00444,0
B6965E0B-3B6A-4841-976E-612B52287ED1,2076,IDFA,iPad47,72.168.128.30,1482221534,42.06844,-83.2245,0
F641F8E4-EDC7-41A4-BE6C-3915751298F6,2076,IDFA,iPad47,73.185.155.149,1482718641,45.2909,-93.49221,0
5F58EC22-3B21-4D5F-942C-3FEE2CCC9B60,2076,IDFA,iPad51,73.180.185.80,1482589434,39.61669,-77.40123,0
019B95A5-2199-4718-852E-44AB69D50A40,2076,IDFA,iPad52,73.178.156.94,1483126299,40.05616,-74.90116,0
2722FB8B-1ABD-4BAC-B620-1BB100BB7E05,2076,IDFA,iPad53,208.84.184.239,1481758587,43.02051,-87.99619,0
2DE5EF65-0DC2-4FB9-ABCC-43A245BFDF6B,2076,IDFA,iPad53,64.134.221.45,1480725016,33.81815,-116.46649,0
7DBBC8F5-A1FE-4CFB-8476-685846CB5929,2076,IDFA,iPad53,173.29.224.139,1482538195,41.74693,-93.60153,0
CF03B63C-3D8B-4C4B-9515-F86D14D63DD3,2076,IDFA,iPad53,108.71.230.21,1481502973,42.74254,-84.56626,0
900395B3-E9F0-432A-BCDF-E899FEB69B78,2076,IDFA,iPad53,68.200.37.248,1481833291,28.02593,-82.01434,0
1F43F28B-A702-4A48-81F0-D3A8F78B1474,2076,IDFA,iPad53,50.253.155.206,1481135167,25.94869,-80.20529,0
D891D02E-C118-40D8-A3FC-B04B9D5FAEA3,2076,IDFA,iPad53,64.138.227.97,1481665049,33.79567,-79.07197,0
C9F38CF4-AC6F-4925-A326-FC05B14D5D85,2076,IDFA,iPad53,65.24.190.99,1482172880,39.40834,-83.02642,0
282C9BFE-95F6-4001-9CD8-0A24537AE757,2076,IDFA,iPad53,66.169.136.8,1482556183,32.80178,-97.29376,0
DE6D6222-B8D5-4C9C-A7D4-2E16C1D0F6D7,2076,IDFA,iPad54,50.109.208.168,1483037369,38.96815,-112.33399,0
41496AEF-D508-4676-9CCB-5FC11C162972,2076,IDFA,iPad54,107.77.222.201,1481601084,30.35387,-95.32488,0
1DECA09C-443C-4FB7-AE42-DF9933012F4E,2076,IDFA,iPad54,172.112.57.15,1480556374,33.7839,-117.96929,0
B6CD3010-3272-4C9E-80C4-8DB25093B96B,2076,IDFA,iPad63,66.223.169.209,1482779691,61.21566,-149.88111,0
33CB8414-D1FB-4F47-8E4F-E4F4857EF7E0,2076,IDFA,iPad68,128.163.236.19,1480987854,38.01526,-84.50878,0
5CFE46D0-1B2A-4496-B37B-192F70A78EBB,2076,IDFA,iPod41,192.30.95.29,1481216285,41.92819,-88.2812,0
AC8856C9-8623-4A99-834A-3FD6BF6494D9,2076,IDFA,iPod41,74.109.115.206,1480647368,39.82019,-75.82965,0
F3741954-541E-426A-9F0E-C957557DB00A,2076,IDFA,iPod41,96.234.141.178,1482525443,39.34524,-76.6026,0
63200288-28D9-4454-87C6-8B6CA951F312,2076,IDFA,iPod41,66.160.163.253,1480560172,41.3208,-112.042,0
4A6F7509-9F2C-4199-9933-8187138A571C,2076,IDFA,iPod41,67.186.231.49,1481257242,40.38316,-111.86007,0
6D3DF5A7-7A91-42FF-89A8-6ED80CBE5432,2076,IDFA,iPod41,68.67.90.189,1481258417,38.90282,-121.27165,0
57002580-E524-4F79-A6C5-4865E47AFE45,2076,IDFA,iPod51,170.185.210.19,1481810838,36.86794,-87.82606,0
3C9D6C04-DEE9-4537-B7BA-9C084B56E9C6,2076,IDFA,iPod51,76.168.3.177,1482388235,34.31157,-118.44012,0
B2A13702-D4BE-476D-87A4-7B18AC7592A6,2076,IDFA,iPod51,66.117.213.188,1482810688,41.4364,-82.23643,0
A9528182-D0F5-4ACF-8D28-ED632D7D0857,2076,IDFA,iPod51,73.88.222.235,1482801076,36.04987,-83.99601,0
C3416CB7-227E-41C5-922A-655DF7F6AA0D,2076,IDFA,iPod51,173.241.49.25,1481511458,41.13584,-84.67161,0
0FE89550-52E6-4CBE-9B68-EC7926CAB889,2076,IDFA,iPod51,97.89.102.70,1482183487,35.47513,-81.2799,0
EEEC03B2-9420-4CE6-8C39-950BE362B5AE,2076,IDFA,iPod51,71.239.77.215,1481779295,41.97957,-87.71597,0
1499D6BA-6397-4604-A422-E16F774B28AB,2076,IDFA,iPod51,108.81.45.84,1481843945,29.69479,-90.75569,0
1FF7C57F-DA1F-444C-96E0-8B6970925F71,2076,IDFA,iPod51,136.61.16.22,1482036828,39.09664,-94.50396,0
59BBFBE7-1F05-4910-943A-B47208E34166,2076,IDFA,iPod51,70.162.100.216,1481235393,33.62775,-112.09217,0
31077645-3AE7-4F11-B0D0-5E60CE166674,2076,IDFA,iPod51,67.249.238.160,1482106712,42.98973,-76.10961,0
4C31A0A8-2E26-4AEF-9843-D5CAC648D9A6,2076,IDFA,iPod51,75.76.149.205,1481240303,33.51441,-82.138,0
FD48A4EF-4011-4063-8EFA-ABC1CF7AE719,2076,IDFA,iPod51,98.161.49.198,1483006233,41.18227,-96.04418,0
8644601E-7696-4AA1-A850-D6CE0B93ECC7,2076,IDFA,iPod51,73.95.135.146,1482005278,39.71237,-105.07502,0
77B7156E-43DD-49E2-9F73-1923DF222B73,2076,IDFA,iPod51,24.160.183.24,1482851290,41.22779,-84.03366,0
9D344C95-5E1A-48E6-A97D-1958BE49D47A,2076,IDFA,iPod51,107.129.55.41,1483081062,37.48137,-97.24476,0
5F6D442F-E187-4344-A6C8-0A77C360C398,2076,IDFA,iPod51,199.227.95.37,1481127095,32.55286,-86.22295,0
590A4C42-50B3-4A18-AE40-CF08957AEF9E,2076,IDFA,iPod51,173.91.90.157,1482885024,40.86822,-81.46346,0
0931BA33-1AC7-4D38-AA0B-356464E7D284,2076,IDFA,iPod51,159.118.82.34,1482377603,43.46232,-112.03284,0
3804E497-6E8B-4EAF-BABE-9DB4EEAC7689,2076,IDFA,iPod51,38.123.84.136,1481390095,41.0844,-85.48926,0
041F3154-5A35-4798-8D4E-1C00293306C0,2076,IDFA,iPod51,68.194.208.82,1480716521,40.77899,-73.46331,0
1C6E734A-984B-42B3-8E5F-F1D60331B7F4,2076,IDFA,iPod51,70.92.92.116,1481083760,44.17426,-88.45443,0
C9F36A9B-6924-46C1-9D5D-1B500FF02348,2076,IDFA,iPod51,108.208.222.25,1481609408,42.25177,-88.41266,0
AA628381-336C-4083-A630-A21258C3F11E,2076,IDFA,iPod51,50.26.12.21,1482383034,35.17963,-101.80053,0
F233939A-F344-49BF-A44E-46EDF5E4BE5D,2076,IDFA,iPod51,50.178.249.167,1482460351,42.02861,-88.36128,0
31770AD2-60CD-485F-B045-8BA22B76B3EF,2076,IDFA,iPod51,173.186.18.234,1480804194,34.957,-84.04196,0
31077645-3AE7-4F11-B0D0-5E60CE166674,2076,IDFA,iPod51,67.249.238.160,1481493915,42.9892,-76.10935,0
CDBC8E31-24C8-4FA4-9767-09A0DA9DD7CD,2076,IDFA,iPod51,65.102.177.229,1480642608,47.53839,-122.2684,0
8DC331F4-C607-4B9D-AB52-DFF351343ED1,2076,IDFA,iPod51,173.72.100.6,1482035823,39.96496,-75.07337,0
96C80291-1F20-4DCA-AFE9-D59B0A7DB02D,2076,IDFA,iPod51,47.137.134.129,1481774431,35.62843,-117.66007,0
CFB76A6D-AFB7-4F06-A256-E0625544BBD9,2076,IDFA,iPod51,99.129.243.200,1482348482,43.05784,-86.20577,0
45F120BB-7C09-4598-A085-82FAEB6455A3,2076,IDFA,iPod51,173.173.241.58,1481387242,26.04745,-97.6501,0
C90B2BCE-77C3-49C8-B57A-8B8B0BA2C91A,2076,IDFA,iPod51,69.29.66.252,1482205282,38.98339,-92.26041,0
25FBA399-082A-41EC-989B-231E5DAFEB2E,2076,IDFA,iPod51,108.17.132.117,1482716206,36.9025,-76.12602,0
597A6F59-E114-4946-AFD6-C4D16E51C5D1,2076,IDFA,iPod51,199.212.87.64,1482443490,41.16045,-92.61549,0
B4DD9791-2BE8-4EDF-85C4-FAEBD9456970,2076,IDFA,iPod51,73.77.33.60,1480591115,29.91197,-95.63865,0
802FB52D-6EFC-4900-8720-D18A17D8E282,2076,IDFA,iPod51,67.237.58.143,1482788078,35.74338,-79.81034,0
547EC49B-F21E-4C88-8E29-E731B68650D1,2076,IDFA,iPod51,70.44.79.22,1481135705,40.31187,-75.84084,0
929F56DA-23C1-47CF-B8C9-BC9AE7D75282,2076,IDFA,iPod51,75.135.202.175,1481253509,40.72573,-99.07692,0
FD3CC0BF-2314-4F08-9A21-5CDEA038AB61,2076,IDFA,iPod51,68.203.214.82,1483032246,26.29417,-98.20117,0
D2AD3A16-D69E-4734-A724-C1FA50DF7054,2076,IDFA,iPod51,50.207.84.170,1482176598,42.66564,-71.58347,0
2544E566-33C6-4E37-9BA7-167303DCB027,2076,IDFA,iPod51,70.210.64.90,1482790605,42.87358,-84.47171,0
A9B1EFDA-AF89-4A49-B2B9-753CDABDA8C6,2076,IDFA,iPod51,73.30.216.178,1481517743,40.04558,-75.0986,0
A02EB905-A883-4530-8DC6-ABAF86B33EBF,2076,IDFA,iPod51,50.147.132.115,1481950041,35.98387,-84.92594,0
F0DC6B03-0CE5-43F5-B854-9E64A7B00998,2076,IDFA,iPod51,74.105.73.131,1481075894,40.84658,-74.14518,0
AA628381-336C-4083-A630-A21258C3F11E,2076,IDFA,iPod51,198.199.86.157,1480705695,34.54335,-102.33031,0
DECCCD58-540C-4E59-88A4-1AF7DB49879A,2076,IDFA,iPod51,24.29.207.21,1482350630,41.41576,-81.80057,0
F8693CD4-A4D6-4F8C-9D40-AA33AB5C5AAD,2076,IDFA,iPod51,67.186.127.186,1482944612,41.71725,-88.04627,0
F62284EF-9101-4507-B476-3F8BA19EFCB2,2076,IDFA,iPod51,192.96.201.83,1481646269,35.86589,-78.60432,0
D6B84B27-4E66-4F96-A518-A0507E7B4390,2076,IDFA,iPod51,71.210.32.60,1481505800,47.50067,-111.3376,0
479AECC5-361D-4938-812E-8BCD3E2E40E5,2076,IDFA,iPod51,184.18.33.43,1482817744,41.18737,-85.07435,0
6B3C8DC5-9A9D-46B0-9215-8A3541154810,2076,IDFA,iPod71,173.81.139.67,1481137916,38.37873,-81.66492,0
68AAF525-31DF-4A79-84E4-27C2BB2D5604,2076,IDFA,iPod71,98.115.168.106,1482087642,40.05951,-75.06401,0
A5D86D52-65A6-4374-AD8C-6BB4B9E01BBB,2076,IDFA,iPod71,68.116.217.212,1482607929,32.7079,-97.34175,0
370CD7D1-9796-4D66-B196-771C86EEF7BA,2076,IDFA,iPod71,99.107.181.64,1481759799,41.09121,-80.72134,0
80D51E2A-0EC8-494E-90FD-23B0661097C9,2076,IDFA,iPod71,74.255.97.11,1481218970,34.34259,-80.09679,0
6C9267AC-11F4-441F-9242-C5442FDC2378,2076,IDFA,iPod71,108.199.197.42,1481226365,41.81223,-87.70056,0
8121CB94-E480-4A08-840F-12814D5AEB59,2076,IDFA,iPod71,216.23.250.250,1482528841,40.9467,-85.04875,0
D8A0EB5E-A340-4FC0-BCEB-4AA5C8A8A5F4,2076,IDFA,iPod71,50.82.72.66,1481224162,37.10217,-93.81184,0
76065545-3409-4D33-8045-A41EFECE016C,2076,IDFA,iPod71,184.15.162.222,1483140259,38.7465,-80.80331,0
A7EDCD23-6147-457E-B149-01034C6F384C,2076,IDFA,iPod71,23.241.33.253,1483048877,34.28939,-118.4494,0
A9777A68-FBDE-41A5-9194-E5890AB56D67,2076,IDFA,iPod71,50.178.98.31,1482538493,40.51831,-88.95253,0
72939BC2-F4C5-44CB-B689-B982F80A4B1A,2076,IDFA,iPod71,72.200.173.212,1482974488,41.50182,-71.62003,0
A424301A-C048-4094-BEB8-480CFAC7F70E,2076,IDFA,iPod71,199.212.87.103,1481897012,42.0097,-74.26761,0
24C2905F-4E38-4CF8-BF78-ADA50B90C017,2076,IDFA,iPod71,24.18.34.20,1482346073,47.33045,-122.16914,0
6803FC2B-A524-43EE-9D42-20203570C19F,2076,IDFA,iPod71,184.100.133.88,1481493870,44.06524,-121.26087,0
B3417D08-9917-4BF3-BDD9-CCE23A4CFD3D,2076,IDFA,iPod71,173.63.39.198,1481604777,40.60685,-74.41468,0
DE838FBF-A6CA-42C6-B709-6C298FDA56B8,2076,IDFA,iPod71,50.129.167.205,1481931760,41.87625,-88.21033,0
9DEDA0DA-169B-4334-B0AD-D7897BE276E1,2076,IDFA,iPod71,50.43.47.115,1481941555,45.52681,-123.00264,0
8BC8CC85-C623-4077-B217-CB0B8C45FFD5,2076,IDFA,iPod71,67.44.209.46,1483035173,34.00642,-90.06836,0
8C605628-6E1A-45B2-9C4C-AB1FCE889AED,2076,IDFA,iPod71,73.80.52.145,1482495364,40.86044,-74.81329,0
D4BFC013-D423-40E7-85C8-96E0697409AF,2076,IDFA,iPod71,72.2.86.52,1481686456,41.84187,-80.57231,0
A7EDCD23-6147-457E-B149-01034C6F384C,2076,IDFA,iPod71,107.14.56.128,1480622972,34.28924,-118.44947,0
44558645-9508-4BC1-814E-E8B62F21612B,2076,IDFA,iPod71,73.13.33.195,1482791448,39.66724,-75.63249,0
1C9A1991-8717-491F-8B82-1307628CD1A8,2076,IDFA,iPod71,67.236.253.135,1483106682,41.32189,-86.38481,0
4C443ED9-8092-4F87-9C4F-34A1591EBF08,2076,IDFA,iPod71,184.20.155.131,1481507776,41.19715,-85.91555,0
A1326D91-C106-4282-959A-0944F924B95B,2076,IDFA,iPod71,199.88.96.45,1481223643,38.08985,-122.57172,0
19D59B73-3408-45FC-A4DF-2F53987E8C9F,2076,IDFA,iPod71,174.104.74.147,1481729872,42.12285,-80.09658,0
141A335B-FD23-436F-88D4-625D58B3269D,2076,IDFA,iPod71,64.134.24.200,1481994931,31.97462,-102.07063,0
A7D0D46A-FA7D-4330-BF30-2049471311C2,2076,IDFA,iPod71,68.1.136.49,1483065357,32.88289,-83.77396,0
3E8C6893-F97F-4395-9303-E4CA4BB78247,2076,IDFA,iPod71,199.212.86.5,1481325403,32.74324,-103.16057,0
6D530E6D-F279-4C69-A028-3FE6A9C0C678,2076,IDFA,iPod71,24.209.134.156,1482819951,42.97121,-88.27637,0
F905E4E3-CD9E-4800-898C-82DCE4B6F47F,2076,IDFA,iPod71,73.3.85.198,1483117838,41.29,-111.97645,0
1B1D314F-B1BB-4AFF-A64F-7A1ADD6DFECE,2076,IDFA,iPod71,66.191.94.194,1482703926,43.78985,-88.45056,0
10A28C49-DB3C-418F-AE22-48B5E416FD22,2076,IDFA,iPod71,76.176.33.118,1482639050,34.87794,-117.10363,0
AD1B987A-9B71-4EBB-8F2C-3F04C56F159E,2076,IDFA,iPod71,172.115.44.201,1481224552,34.01691,-117.7485,0
F293EFAA-51C8-4198-84BC-564AE7CD042E,2076,IDFA,iPod71,68.49.122.128,1482843995,42.75033,-84.64574,0
20191E2B-4F42-481A-967C-946359F72326,2076,IDFA,iPod71,198.72.195.56,1482776279,34.25177,-118.29267,0
AD790044-02D1-4CE2-9887-D62B60385CBD,2076,IDFA,iPod71,74.109.233.239,1482459669,40.40997,-80.00218,0
41F6187B-897C-4248-9504-B4B85ECCBB1A,2076,IDFA,iPod71,69.204.144.19,1480717681,42.59314,-73.70202,0
A3BE704E-A146-4A24-8F0F-EC34042080B7,2076,IDFA,iPod71,173.88.20.33,1482679247,39.91541,-83.07358,0
AA35D10F-3787-4398-A17F-4CC15C40C9D1,2076,IDFA,iPod71,184.91.248.70,1480864656,29.01008,-80.95809,0
E01F3C3E-0D99-45CE-8AC8-8B26FBF4D894,2076,IDFA,iPod71,47.182.84.163,1482263578,33.68685,-96.55083,0
D6CC8759-8392-4941-BCEE-F843899732DA,2076,IDFA,iPod71,54.149.162.103,1482087972,33.15973,-84.05111,0
2B6857BC-8E4F-4AC7-AF08-F7FB9D07C79A,2076,IDFA,iPod71,63.96.90.212,1483037839,32.97845,-96.83502,0
1689B3A5-F760-47E7-9D3E-BF895A56C06F,2076,IDFA,iPod71,66.189.72.113,1480944002,42.47504,-72.00352,0
0DA6700F-C947-4AC9-BE1F-594FF25F0B5D,2076,IDFA,iPod71,172.10.49.8,1482252860,35.63529,-97.60336,0
D6DC4BCE-6202-4DB0-A48F-DE2C19620D13,2076,IDFA,iPod71,69.24.229.220,1482784587,40.32441,-84.37054,0
D4538714-D80B-4AD5-B616-A6BA81F948D2,2076,IDFA,iPod71,64.17.91.142,1482091791,32.73592,-103.1481,0
DAD3A2A0-45F2-430E-94E9-6CF8117BE854,2076,IDFA,iPod71,50.253.87.121,1481566815,45.08956,-93.39665,0
AEAB2CFF-E318-4491-AFE9-3263C56740EF,2076,IDFA,iPod71,98.148.232.99,1482901510,34.17775,-118.95138,0
BE949267-B4D4-4E20-8E68-6910D38E502B,2076,IDFA,iPod71,64.134.191.152,1483152798,36.57696,-87.40878,0
0c664b75-7087-4c5a-8d11-1a8e0158f013,2076,AAID,HTC710C,74.137.37.120,1483124981,38.31512,-85.89722,0
e2905348-965e-41a2-9fe9-a6612ceb8b77,2076,AAID,HTC710C,209.7.192.210,1481065862,39.6978,-89.12094,0
f3279a17-1f5f-4d2b-85c4-456da5965407,2076,AAID,HTC831C,24.98.179.36,1481892095,33.68375,-84.67791,0
411469ab-ab72-4f5b-8786-2921dd97a6d8,2076,AAID,HTC831C,71.187.160.74,1480971710,40.52884,-74.53588,0
fa24ca51-1160-412c-81b5-cff74d58be48,2076,AAID,HTC831C,24.15.209.75,1482103099,41.59949,-87.41288,0
7bc6d9e5-1567-4268-a202-f95c38c15e3b,24,AAID,LG-H345,2607:fb90:0607:b857:6f9d:8e54:ac58:b53a,1481230779,33.6299,-112.35,0
8ead6447-fa0d-4bd2-bfd7-acad39961c6e,2076,AAID,ZTEK90U,70.189.81.213,1482462679,36.06456,-95.97513,0
0c9e6470-cf44-4892-8e77-9e5dc14b7309,2076,AAID,ZTEN817,69.7.38.21,1480763830,48.81646,-122.62646,0
b991ec5d-4a31-4ad8-8516-9ada3120ac7f,2076,AAID,ZTEN817,70.173.153.186,1482630712,36.14679,-115.20406,0
05e5aaba-b94f-4a44-9478-c048aecbb68f,2076,AAID,ZTEN817,65.129.35.125,1481274220,42.52937,-113.80777,0
15f992dc-6c4c-4723-b283-9e643c44c19d,2076,AAID,ZTEN817,23.242.126.35,1480986568,33.90433,-117.2265,0
a19ea860-18f9-4cdc-9952-dfd6257fce09,2076,AAID,ZTEN817,73.88.222.222,1481608921,39.75786,-86.24277,0
a2b44df4-0257-4078-95e7-b9152fdb8729,2076,AAID,ZTEN817,71.120.93.247,1482356233,41.25969,-75.39691,0
6991fdde-9b6e-4994-bea8-c788e0f7bb97,2076,AAID,ZTEN817,66.87.69.209,1482937165,37.3375,-121.88963,0
edad42dc-04ee-4478-a511-4f3f560581cb,2076,AAID,ZTEN817,47.153.158.66,1482486935,34.13785,-117.27895,0
db4e386b-8de8-48c6-b511-879703a53b38,2076,AAID,ZTEN817,172.11.249.68,1481018207,33.76943,-84.4405,0
c7371fc2-277e-45c0-a21b-81939e8fcfc9,2076,AAID,ZTEN817,184.57.82.79,1482209324,40.01654,-81.56074,0
a0e2a383-076b-4e18-8058-21b2fd64f1d5,2076,AAID,ZTEN817,108.192.184.46,1481161299,33.81471,-118.26201,0
43af709e-d2ea-43ad-9550-ff41467cfe9b,2076,AAID,ZTEN817,73.93.143.65,1480668651,38.02892,-121.92874,0
3e47680b-18b8-46a2-8c21-f168e7031ef3,2076,AAID,ZTEN817,74.139.135.72,1482273534,37.0768,-84.60661,0
37a59d6a-81c3-48cc-a9bc-e17286cd1c4c,2076,AAID,ZTEN817,73.88.223.233,1481505351,39.7577,-86.24311,0
8760bfa7-61a5-4492-b8a3-c0b394b8ad21,2076,AAID,ZTEN817,98.244.7.38,1482601761,38.75638,-120.6061,0
8ba12be4-c7ff-43bd-9e2d-718c5ad79fab,2076,AAID,ZTEN817,73.99.95.57,1480556888,37.50923,-77.3784,0
14b0727b-3eda-4dbd-8bd9-793490d7a460,2076,AAID,ZTEN817,73.2.37.32,1483226739,36.75653,-119.8281,0
eb770d8a-aab2-4f44-b8d7-7bf3478b2588,2076,AAID,ZTEN817,71.88.117.101,1482122662,35.1709,-84.87312,0
d831b65c-6b03-4a18-be22-8134200f4c30,2076,AAID,ZTEN817,199.164.160.13,1480631777,32.78175,-117.00751,0
e8616eb9-2c65-45c7-949f-64c07e9289ab,2076,AAID,ZTEN817,108.206.185.66,1481935884,32.68159,-97.23568,0
3e47680b-18b8-46a2-8c21-f168e7031ef3,2076,AAID,ZTEN817,172.97.76.32,1481671465,37.37627,-84.52537,0
10780862-7522-4f5d-a792-959bbeeebcaa,2076,AAID,ZTEN817,76.188.33.148,1481204949,41.87034,-80.79144,0
11e0bd7c-76b2-4af2-9924-9db0a24df4b0,2076,AAID,ZTEN817,162.197.40.69,1481550343,27.50229,-99.50423,0
f1237bac-07e5-4d04-975a-f8eab9d64e3b,2076,AAID,ZTEN817,206.78.214.250,1482027359,36.7426,-119.8078,0
